,Answer,Confidence,Class,1,2,sum_prediction
0,2,0.8,1,0.16,0.84,1.0
1,2,0.2,1,0.55,0.45,1.0
2,2,1.0,1,0.15,0.85,1.0
3,2,0.6,1,0.25,0.75,1.0
4,2,1.0,1,0.05,0.95,1.0
5,2,0.8,1,0.15,0.85,1.0
6,2,0.8,1,0.2,0.8,1.0
7,2,0.8,1,0.1,0.9,1.0
8,2,1.0,1,0.0,1.0,1.0
9,2,0.6,1,0.25,0.75,1.0
10,2,1.0,1,0.1,0.9,1.0
11,2,0.8,1,0.15,0.85,1.0
12,2,1.0,1,0.1,0.9,1.0
13,2,0.8,1,0.14,0.86,1.0
